GameID,Date,Hometeam,Awayteam,Homescore,Awayscore,HFTA,AFTA,Ref,Ref,Ref
206,2015-11-23,MIN,PHI,100,95,27,27,Tony Brothers,Michael Smith,Haywoode Workman
207,2015-11-23,SAS,PHO,98,84,10,10,Ron Garretson,Kevin Scott,Gary Zielinski
208,2015-11-23,UTA,OKC,89,111,40,18,Marc Davis,David Jones,Karl Lane
209,2015-11-24,ATL,BOS,121,97,22,26,Bill Kennedy,Marat Kogut,Tom Washington
210,2015-11-24,DEN,LAC,94,111,29,47,Brent Barnaky,Rodney Mott,Justin Van Duyne
211,2015-11-24,GSW,LAL,111,77,15,16,Mark Ayotte,Scott Foster,Mark Lindsay
212,2015-11-24,MEM,DAL,110,96,37,28,Bennie Adams,Mitchell Ervin,Monty McCutchen
213,2015-11-24,POR,CHI,88,93,27,23,Marc Davis,Karl Lane,Leroy Richardson
214,2015-11-24,WAS,IND,106,123,24,23,Aaron Smith,Derrick Stafford,Scott Wall
215,2015-11-25,BOS,PHI,84,80,18,15,Nick Buchert,Sean Corbin,Eric Dalen
216,2015-11-25,CHO,WAS,101,87,15,18,Tony Brothers,Kevin Scott,Josh Tiven
217,2015-11-25,DET,MIA,104,81,7,16,David Guthrie,Jason Phillips,Dedric Taylor
218,2015-11-25,HOU,MEM,93,102,27,23,Ken Mauer,Michael Smith,Ben Taylor
219,2015-11-25,LAC,UTA,91,102,17,25,Eric Lewis,J.T. Orr,Bill Spooner
220,2015-11-25,MIL,SAC,118,129,27,37,Derrick Collins,Eli Roe,Zach Zarba
221,2015-11-25,MIN,ATL,99,95,29,35,Ed Malloy,Scott Twardoski,James Williams
222,2015-11-25,OKC,BRK,110,99,21,12,Ron Garretson,Courtney Kirkland,Brett Nansel
223,2015-11-25,ORL,NYK,100,91,32,25,Kane Fitzgerald,Pat Fraher,Aaron Smith
224,2015-11-25,PHO,NOP,114,120,20,34,Scott Foster,Mark Lindsay,Derek Richardson
225,2015-11-25,SAS,DAL,88,83,19,12,Dan Crawford,David Jones,Haywoode Workman
226,2015-11-25,TOR,CLE,103,99,22,16,Mike Callahan,Brian Forte,Lauren Holtkamp
227,2015-11-27,BOS,WAS,111,78,19,22,Brian Forte,Ed Malloy,Eli Roe
228,2015-11-27,CHO,CLE,90,95,25,25,Karl Lane,Scott Wall,Zach Zarba
229,2015-11-27,DEN,SAS,80,91,13,14,Curtis Blair,Courtney Kirkland,Tom Washington
230,2015-11-27,HOU,PHI,116,114,37,26,Kane Fitzgerald,Jason Phillips,Dedric Taylor
231,2015-11-27,IND,CHI,104,92,29,20,Nick Buchert,Mitchell Ervin,Monty McCutchen
232,2015-11-27,LAC,NOP,111,90,30,23,Mark Ayotte,Marat Kogut,Ken Mauer
233,2015-11-27,MEM,ATL,101,116,21,36,Derrick Collins,Eric Dalen,Sean Wright
234,2015-11-27,NYK,MIA,78,97,15,28,Brent Barnaky,Tre Maddox,Derrick Stafford
235,2015-11-27,OKC,DET,103,87,26,20,Tony Brothers,Pat Fraher,Kevin Scott
236,2015-11-27,ORL,MIL,114,90,22,22,Marc Davis,David Jones,Haywoode Workman
237,2015-11-27,PHO,GSW,116,135,23,31,J.T. Orr,Michael Smith,Bill Spooner
238,2015-11-27,SAC,MIN,91,101,15,19,Bill Kennedy,Leon Wood,Gary Zielinski
239,2015-11-28,CLE,BRK,90,88,17,24,Derrick Collins,Scott Foster,Derek Richardson
240,2015-11-28,DAL,DEN,92,81,27,17,Steve Anderson,James Capers,Kane Fitzgerald
