GameID,Date,Hometeam,Awayteam,Homescore,Awayscore,HFTA,AFTA,Ref,Ref,Ref
252,2016-11-27,POR,HOU,114,130,29,28,Steve Anderson,Brent Barnaky,James Capers
253,2016-11-28,GSW,ATL,105,100,24,30,Bennie Adams,Mark Lindsay,J.T. Orr
254,2016-11-28,MEM,CHO,85,104,13,31,Scott Foster,Ron Garretson,Tre Maddox
255,2016-11-28,MIA,BOS,104,112,32,26,Derrick Collins,Dan Crawford,C.J. Washington
256,2016-11-28,MIN,UTA,103,112,25,34,Eric Dalen,Pat Fraher,Bill Kennedy
257,2016-11-28,NYK,OKC,103,112,28,18,Josh Tiven,Scott Twardoski,Tom Washington
258,2016-11-28,TOR,PHI,122,95,31,13,Curtis Blair,Leroy Richardson,James Williams
259,2016-11-28,WAS,SAC,101,95,26,26,Tony Brothers,Eric Lewis,Leon Wood
260,2016-11-29,BRK,LAC,127,122,36,22,Lauren Holtkamp,Ken Mauer,Kevin Scott
261,2016-11-29,CHO,DET,89,112,21,11,Matt Boland,Mike Callahan,Ben Taylor
262,2016-11-29,MIL,CLE,118,101,23,31,Mark Ayotte,Marat Kogut,Monty McCutchen
263,2016-11-29,NOP,LAL,105,88,25,18,Kane Fitzgerald,Brett Nansel,Jason Phillips
264,2016-11-29,SAS,ORL,83,95,26,12,Sean Corbin,Brian Forte,Dedric Taylor
265,2016-11-29,UTA,HOU,120,101,27,22,John Goble,Derrick Stafford,Haywoode Workman
266,2016-11-30,BOS,DET,114,121,20,21,Tony Brothers,Nick Buchert,Eric Dalen
267,2016-11-30,CHI,LAL,90,96,29,41,Scott Foster,Marat Kogut,Gary Zielinski
268,2016-11-30,DAL,SAS,87,94,14,24,Matt Boland,Jason Phillips,Leroy Richardson
269,2016-11-30,DEN,MIA,98,106,24,26,Steve Anderson,James Capers,Mark Lindsay
270,2016-11-30,MIN,NYK,104,106,39,15,Dan Crawford,Eric Lewis,Vladimir Voyard-Tadal
271,2016-11-30,OKC,WAS,126,115,31,26,Curtis Blair,Tony Brown,Brian Forte
272,2016-11-30,PHO,ATL,109,107,25,10,Ron Garretson,Bill Spooner,Haywoode Workman
273,2016-11-30,POR,IND,131,109,19,35,Courtney Kirkland,Ed Malloy,Gediminas Petraitis
274,2016-11-30,TOR,MEM,120,105,33,26,Tyler Ford,Michael Smith,Sean Wright
275,2016-12-01,BRK,MIL,93,111,16,29,Brent Barnaky,Scott Foster,Aaron Smith
276,2016-12-01,CHO,DAL,97,87,31,18,Kane Fitzgerald,Karl Lane,James Williams
277,2016-12-01,CLE,LAC,94,113,39,24,Eric Lewis,Sean Wright,Gary Zielinski
278,2016-12-01,GSW,HOU,127,132,37,30,Bill Kennedy,Tre Maddox,Josh Tiven
